"theme_name","set_name","set_year","unique_part","parts"
"Star Wars Episode 4/5/6","Star Wars / M&M Mosaic - Promo Set","2005","Unique","1"
"Star Wars Episode 4/5/6","Stormtrooper","2009","Not Unique","6"
"Star Wars Episode 4/5/6","Super Star Destroyer","2011","Not Unique","205"
"Star Wars Episode 4/5/6","Super Star Destroyer","2011","Unique","4"
"Star Wars Episode 4/5/6","T-16 Skyhopper","2003","Not Unique","50"
"Star Wars Episode 4/5/6","T-16 Skyhopper","2003","Unique","4"
"Star Wars Episode 4/5/6","T-16 Skyhopper","2015","Not Unique","110"
"Star Wars Episode 4/5/6","T-16 Skyhopper","2015","Unique","4"
"Star Wars Episode 4/5/6","Tantive IV","2009","Not Unique","202"
"Star Wars Episode 4/5/6","Tantive IV","2009","Unique","4"
"Star Wars Episode 4/5/6","Tantive IV & Planet Alderaan","2013","Not Unique","56"
"Star Wars Episode 4/5/6","Tantive IV & Planet Alderaan","2013","Unique","2"
"Star Wars Episode 4/5/6","The Battle of Endor","2009","Not Unique","222"
"Star Wars Episode 4/5/6","The Battle of Endor","2009","Unique","5"
"Star Wars Episode 4/5/6","TIE Bomber","2003","Not Unique","64"
"Star Wars Episode 4/5/6","TIE Bomber","2003","Unique","1"
"Star Wars Episode 4/5/6","TIE Fighter","2001","Not Unique","65"
"Star Wars Episode 4/5/6","TIE Fighter","2005","Not Unique","50"
"Star Wars Episode 4/5/6","TIE Fighter","2012","Not Unique","102"
"Star Wars Episode 4/5/6","TIE Fighter","2012","Unique","4"
"Star Wars Episode 4/5/6","TIE Fighter - Mini","2008","Not Unique","18"
"Star Wars Episode 4/5/6","TIE Fighter & Y-wing","1999","Not Unique","132"
"Star Wars Episode 4/5/6","TIE Fighter & Y-wing (re-release of 7150)","2002","Not Unique","132"
"Star Wars Episode 4/5/6","TIE Fighter and Y-wing (TRU exclusive re-release)","2004","Not Unique","130"
"Star Wars Episode 4/5/6","TIE Fighter and Y-wing (TRU exclusive re-release)","2004","Unique","2"
"Star Wars Episode 4/5/6","TIE Fighter Collection","2004","Not Unique","97"
"Star Wars Episode 4/5/6","TIE Interceptor","2006","Not Unique","68"
"Star Wars Episode 4/5/6","TIE Interceptor - Mini (Polybag)","2005","Not Unique","13"
"Star Wars Episode 4/5/6","TIE Interceptor - UCS","2000","Not Unique","141"
"Star Wars Episode 4/5/6","TIE Interceptor - UCS","2000","Unique","2"
"Star Wars Episode 4/5/6","TIE Interceptor & Death Star","2012","Not Unique","32"
"Star Wars Episode 4/5/6","TIE Interceptor & Death Star","2012","Unique","3"
"Star Wars Episode 4/5/6","Twin-Pod Cloud Car","2002","Not Unique","46"
"Star Wars Episode 4/5/6","Twin-Pod Cloud Car","2002","Unique","2"
"Star Wars Episode 4/5/6","Vader's TIE Advanced - UCS","2006","Not Unique","151"
"Star Wars Episode 4/5/6","Vader's TIE Advanced - UCS","2006","Unique","3"
"Star Wars Episode 4/5/6","X-wing Fighter","1999","Not Unique","118"
"Star Wars Episode 4/5/6","X-wing Fighter","2006","Not Unique","156"
"Star Wars Episode 4/5/6","X-wing Fighter","2006","Unique","1"
"Star Wars Episode 4/5/6","X-wing Fighter - Mini","2010","Not Unique","34"
"Star Wars Episode 4/5/6","X-wing Fighter - UCS","2000","Not Unique","297"
"Star Wars Episode 4/5/6","X-wing Fighter - UCS","2000","Unique","2"
"Star Wars Episode 4/5/6","X-wing Fighter (Dagobah), Blue box","2003","Not Unique","197"
"Star Wars Episode 4/5/6","X-wing Fighter (Dagobah), Original Trilogy Edition box","2004","Not Unique","196"
"Star Wars Episode 4/5/6","X-wing Fighter (re-release of 7140)","2002","Not Unique","118"
"Star Wars Episode 4/5/6","X-wing Starfighter","2012","Not Unique","157"
"Star Wars Episode 4/5/6","X-wing Starfighter","2012","Unique","3"
"Star Wars Episode 4/5/6","Y-wing Attack Starfighter - UCS","2004","Not Unique","261"
"Star Wars Episode 4/5/6","Y-wing Attack Starfighter - UCS","2004","Unique","1"
"Star Wars Episode 4/5/6","Y-wing Fighter","2007","Not Unique","127"
"Star Wars Episode 4/5/6","Y-wing Fighter","2007","Unique","1"
"Star Wars Episode 7","Battle on Takodana","2016","Not Unique","118"
"Star Wars Episode 7","Battle on Takodana","2016","Unique","3"
"Star Wars Episode 7","Captain Phasma","2016","Not Unique","43"
"Star Wars Episode 7","Captain Phasma","2016","Unique","3"
"Star Wars Episode 7","Encounter on Jakku","2016","Not Unique","233"
"Star Wars Episode 7","Encounter on Jakku","2016","Unique","12"
"Star Wars Episode 7","Finn","2016","Not Unique","44"
"Star Wars Episode 7","Finn","2016","Unique","4"
"Star Wars Episode 7","Finn (FN-2187)","2016","Not Unique","3"
"Star Wars Episode 7","First Order Battle Pack","2016","Not Unique","50"
"Star Wars Episode 7","First Order Battle Pack","2016","Unique","1"
"Star Wars Episode 7","First Order General","2016","Not Unique","2"
"Star Wars Episode 7","First Order General","2016","Unique","2"
"Star Wars Episode 7","First Order Snowspeeder","2016","Not Unique","60"
"Star Wars Episode 7","First Order Star Destroyer","2016","Not Unique","33"
"Star Wars Episode 7","First Order Stormtrooper","2016","Not Unique","52"
"Star Wars Episode 7","First Order Stormtrooper","2016","Unique","2"
"Star Wars Episode 7","Kylo Ren","2016","Not Unique","37"
"Star Wars Episode 7","Kylo Ren","2016","Unique","4"
"Star Wars Episode 7","Kylo Ren's Command Shuttle","2016","Not Unique","24"
"Star Wars Episode 7","Poe Dameron","2016","Not Unique","49"
"Star Wars Episode 7","Poe Dameron","2016","Unique","4"
"Star Wars Episode 7","Rathtar"" Escape","2017","Not Unique","180"
"Star Wars Episode 7","Rathtar"" Escape","2017","Unique","8"
"Star Wars Episode 7","Resistance Troop Transporter","2016","Not Unique","180"
"Star Wars Episode 7","Resistance Troop Transporter","2016","Unique","6"
"Star Wars Episode 7","Resistance Trooper Battle Pack","2016","Not Unique","59"
"Star Wars Episode 7","Resistance Trooper Battle Pack","2016","Unique","2"
"Star Wars Episode 7","Resistance X-Wing Fighter","2016","Not Unique","266"
"Star Wars Episode 7","Resistance X-Wing Fighter","2016","Unique","4"
"Star Wars Episode 7","Rey","2016","Not Unique","47"
"Star Wars Episode 7","Rey","2016","Unique","2"
"Star Wars Episode 8","First Order Transport Speeder Battle Pack","2017","Not Unique","52"
"Star Wars Episode 8","First Order Transport Speeder Battle Pack","2017","Unique","4"
"Star Wars Expanded Universe","Geonosis Troopers","2015","Not Unique","53"
"Star Wars Expanded Universe","Geonosis Troopers","2015","Unique","5"
"Star Wars Expanded Universe","Senate Commando Troopers","2015","Not Unique","48"
"Star Wars Expanded Universe","Senate Commando Troopers","2015","Unique","5"
"Star Wars Expanded Universe","Shadow Troopers","2015","Not Unique","43"
"Star Wars Expanded Universe","Shadow Troopers","2015","Unique","4"
"Star Wars Other","Boba Fett","2010","Not Unique","1"
"Star Wars Other","Eclipse Fighter","2016","Not Unique","141"
"Star Wars Other","Eclipse Fighter","2016","Unique","4"
"Star Wars Other","Fan Celebration V - CubeDude - The Bounty Hunter Edition","2010","Not Unique","129"
"Star Wars Other","Imperial Dropship","2008","Not Unique","51"
"Star Wars Other","Imperial Dropship","2008","Unique","1"
"Star Wars Other","Jedi Defender-class Cruiser","2013","Not Unique","217"
"Star Wars Other","Jedi Defender-class Cruiser","2013","Unique","10"
"Star Wars Other","JEK-14's Stealth Starfighter","2013","Not Unique","180"
"Star Wars Other","JEK-14's Stealth Starfighter","2013","Unique","11"
"Star Wars Other","LEGO Star Wars Holo-Brick Archives San Diego Comic-Con 2009 Exclusive","2009","Unique","3"
"Star Wars Other","Mandalorian Speeder","2013","Not Unique","90"
"Star Wars Other","Mandalorian Speeder","2013","Unique","7"
"Star Wars Other","Rebel Micro Ghost","2014","Not Unique","20"
"Star Wars Other","Rebel Scout Speeder","2008","Not Unique","42"
"Star Wars Other","Rogue Shadow","2008","Not Unique","141"
"Star Wars Other","Rogue Shadow","2008","Unique","4"
"Star Wars Other","Sith Fury-class Interceptor","2012","Not Unique","170"
"Star Wars Other","Sith Fury-class Interceptor","2012","Unique","6"
"Star Wars Other","Star Wars Value Pack with Free LEGO Backpack (K-Mart Australia Exclusive)","2003","Not Unique","1"
"Star Wars Other","StarScavenger","2016","Not Unique","166"
"Star Wars Other","StarScavenger","2016","Unique","2"
"Star Wars Other","TIE Crawler","2007","Not Unique","85"
"Star Wars Other","TIE Defender","2010","Not Unique","75"
"Star Wars Other","TIE Fighter","2014","Not Unique","7"
"Star Wars Other","X-Wing","2014","Not Unique","12"
"Star Wars Rebels","A-Wing","2017","Not Unique","25"
"Star Wars Rebels","AT-DP","2015","Not Unique","179"
"Star Wars Rebels","AT-DP","2015","Unique","1"
"Star Wars Rebels","AT-DP","2016","Not Unique","44"
"Star Wars Rebels","Captain Rex’s AT-TE","2016","Not Unique","318"
"Star Wars Rebels","Captain Rex’s AT-TE","2016","Unique","11"
"Star Wars Rebels","Ezra's Speeder Bike","2015","Not Unique","193"
"Star Wars Rebels","Ezra's Speeder Bike","2015","Unique","2"
"Star Wars Rebels","Imperial Assault Carrier","2015","Not Unique","271"
"Star Wars Rebels","Imperial Assault Carrier","2015","Unique","3"
"Star Wars Rebels","Imperial Shooter","2015","Not Unique","9"
"Star Wars Rebels","Imperial Troop Transport","2015","Not Unique","51"
"Star Wars Rebels","Kanan's Speeder Bike","2016","Not Unique","85"
"Star Wars Rebels","Kanan Jarrus foilpack","2017","Not Unique","6"
"Star Wars Rebels","Rebel A-wing Pilot","2016","Not Unique","2"
"Star Wars Rebels","Rebel A-wing Pilot","2016","Unique","3"
"Star Wars Rebels","Rebel Combat Frigate","2016","Not Unique","221"
"Star Wars Rebels","Rebel Combat Frigate","2016","Unique","7"
"Star Wars Rebels","The Ghost","2014","Not Unique","594"
"Star Wars Rebels","The Ghost","2017","Not Unique","25"
"Star Wars Rebels","The Ghost Starship","2014","Not Unique","53"
"Star Wars Rebels","The Phantom","2014","Not Unique","88"
"Star Wars Rebels","The Phantom","2014","Unique","2"
"Star Wars Rebels","The Phantom","2015","Not Unique","15"
"Star Wars Rebels","The Phantom","2017","Not Unique","126"
"Star Wars Rebels","The Phantom","2017","Unique","6"
"Star Wars Rebels","TIE Advanced Prototype","2015","Not Unique","122"
"Star Wars Rebels","TIE Advanced Prototype","2015","Unique","5"
"Star Wars Rebels","TIE Advanced Prototype","2016","Not Unique","40"
"Star Wars Rebels","Vader’s TIE Advanced vs. A-Wing Starfighter","2016","Not Unique","253"
"Star Wars Rebels","Vader’s TIE Advanced vs. A-Wing Starfighter","2016","Unique","7"
"Star Wars Rebels","Wookiee Gunship","2015","Not Unique","173"
"Star Wars Rebels","Wookiee Gunship","2015","Unique","4"
"Star Wars Rebels","Wookiee Gunship","2016","Not Unique","48"
"Star Wars Rogue One","AT-ST Walker","2016","Not Unique","187"
"Star Wars Rogue One","AT-ST Walker","2016","Unique","4"
"Star Wars Rogue One","Battle on Scarif","2017","Not Unique","157"
"Star Wars Rogue One","Battle on Scarif","2017","Unique","5"
"Star Wars Rogue One","Imperial Assault Hovertank","2016","Not Unique","139"
"Star Wars Rogue One","Imperial Assault Hovertank","2016","Unique","6"
"Star Wars Rogue One","Imperial Death Trooper","2016","Not Unique","47"
"Star Wars Rogue One","Imperial Death Trooper","2016","Unique","4"
"Star Wars Rogue One","Imperial Trooper Battle Pack","2017","Not Unique","39"
"Star Wars Rogue One","Imperial Trooper Battle Pack","2017","Unique","1"
"Star Wars Rogue One","K-2SO","2016","Not Unique","58"
"Star Wars Rogue One","K-2SO","2016","Unique","3"
"Star Wars Rogue One","Krennic’s Imperial Shuttle","2016","Not Unique","226"
"Star Wars Rogue One","Krennic’s Imperial Shuttle","2016","Unique","12"
"Star Wars Rogue One","Rebel Trooper Battle Pack","2017","Not Unique","66"
"Star Wars Rogue One","Rebel Trooper Battle Pack","2017","Unique","5"
"Star Wars Rogue One","Rebel U-Wing Fighter","2016","Not Unique","204"
"Star Wars Rogue One","Rebel U-Wing Fighter","2016","Unique","11"
"Star Wars Rogue One","Sergeant Jyn Erso","2016","Not Unique","50"
"Star Wars Rogue One","Sergeant Jyn Erso","2016","Unique","3"
"Star Wars Rogue One","TIE Striker","2016","Not Unique","163"
"Star Wars Rogue One","TIE Striker","2016","Unique","6"
"Star Wars Rogue One","U-wing","2017","Not Unique","54"
"Star Wars Rogue One","U-wing","2017","Unique","3"
"Star Wars Rogue One","U-Wing Fighter","2017","Not Unique","39"
"Star Wars Rogue One","Y-Wing Starfighter","2017","Not Unique","222"
"Star Wars Rogue One","Y-Wing Starfighter","2017","Unique","9"
"Stars","Gresh","2010","Not Unique","8"
"Stars","Gresh","2010","Unique","3"
"Stars","Piraka","2010","Not Unique","10"
"Stars","Piraka","2010","Unique","1"
"Stars","Rahkshi","2010","Not Unique","11"
"Stars","Rahkshi","2010","Unique","1"
"Stars","Skrall","2010","Not Unique","13"
"Stars","Tahu","2010","Not Unique","12"
"Stars","Tahu","2010","Unique","1"
"Stars","Takanuva","2010","Not Unique","12"
"Station","Exxon Fuel Tanker","1979","Not Unique","37"
"Station","Exxon Fuel Tanker","1979","Unique","1"
"Station","Exxon Fuel Tanker","1984","Not Unique","50"
"Station","Exxon Gas Station","1980","Not Unique","95"
"Station","Gas N' Wash Express","1992","Not Unique","180"
"Station","Gas N' Wash Express","2001","Not Unique","189"
"Station","Gas Pumps","1981","Not Unique","14"
"Station","Gas Pumps","1981","Unique","2"
"Station","Gas Stop Shop","1995","Not Unique","113"
"Station","Gas Transit","1992","Not Unique","69"
"Station","Gas Transit","1992","Unique","1"
"Station","Metro Park & Service Tower","1988","Not Unique","207"
"Station","Metro Park & Service Tower","1988","Unique","6"
"Station","Petrol Station Attendant and Pump","1997","Not Unique","12"
"Station","Shell Fuel Tanker","1978","Not Unique","36"
"Station","Shell Fuel Tanker","1978","Unique","1"
"Station","Shell Gas Pump","1978","Not Unique","12"
"Station","Shell Service Car","1978","Not Unique","14"
"Station","Shell Service Station","1978","Not Unique","73"
"Station","Shell Service Station","1983","Not Unique","100"
"Station","Shell Service Station","1983","Unique","1"
"Station","Shell Service Station","1986","Not Unique","99"
"Station","Shell Station","1987","Not Unique","17"
"Station","Shell Tanker","1984","Not Unique","52"
"Station","Shell Tanker","1987","Not Unique","20"
"Station","Shell Tanker","1987","Unique","1"
"Station","Shell Tow Truck","1981","Not Unique","23"
"Stingrays","Crab","1998","Not Unique","39"
"Stingrays","Recon Ray","1998","Not Unique","16"
"Stingrays","Sea Creeper (with Stingray Baseplate, Raised)","1998","Not Unique","39"
"Stingrays","Sea Creeper (with Stingray Baseplate, Raised)","1998","Unique","1"
"Stingrays","Sea Scorpion","1998","Not Unique","103"
"Stingrays","Stingray Stormer","1998","Not Unique","120"
"Stingrays","Stingray Stormer","1998","Unique","3"
"Studios","Actor 1","2001","Not Unique","5"
"Studios","Actor 2","2001","Not Unique","3"
"Studios","Actor 2","2001","Unique","1"
"Studios","Actor 3","2001","Not Unique","3"
"Studios","Actor 3","2001","Unique","1"
"Studios","Actress","2001","Not Unique","5"
"Studios","Air Boat","2001","Not Unique","26"
"Studios","Air Boat (Kabaya Promotional)","2001","Not Unique","26"
"Studios","Assistant","2001","Not Unique","5"
"Studios","Bottles","2001","Not Unique","3"
"Studios","Buggy","2001","Not Unique","12"
"Studios","Camera Car","2001","Not Unique","13"
"Studios","Camera Cart (Kabaya Promotional)","2001","Not Unique","13"
"Studios","Cameraman","2001","Not Unique","22"
"Studios","Cameraman (Nesquik Promotional)","2001","Not Unique","5"
"Studios","Cameraman 1","2001","Not Unique","5"
"Studios","Cameraman 2","2001","Not Unique","4"
"Studios","Cameraman 2","2001","Unique","1"
"Studios","Car Stunt Studio","2001","Not Unique","97"
"Studios","Color Light","2001","Not Unique","15"
"Studios","Curse of the Pharaoh","2002","Not Unique","33"
"Studios","Curse of the Pharaoh","2002","Unique","4"
"Studios","Dino Head Attack","2000","Not Unique","57"
"Studios","Director","2001","Not Unique","5"
"Studios","Director's Copter","2001","Not Unique","20"
"Studios","Director's Copter (Kabaya Promotional)","2001","Not Unique","20"
"Studios","Director (Nesquik Promotional)","2001","Not Unique","4"
"Studios","Explosion Studio","2000","Not Unique","108"
"Studios","Grip","2001","Not Unique","5"
"Studios","Handy Camera","2001","Not Unique","7"
"Studios","Katinco & Megaphone","2001","Not Unique","4"
"Studios","Mini Rex","2001","Not Unique","4"
"Studios","Movie Backdrop Studio","2001","Not Unique","110"
"Studios","Movie Backdrop Studio","2001","Unique","2"
"Studios","Nesquik Promotional Set: Quicky the Bunny, Director, Cameraman and Car","2001","Not Unique","25"
"Studios","Pirate's Treasure Hunt (Quaker Oats promo)","2001","Not Unique","34"
"Studios","Plesiosaur","2001","Not Unique","9"
"Studios","Pteranodon","2001","Not Unique","11"
"Studios","Quicky the Bunny (Nesquik Promotional)","2001","Not Unique","4"
"Studios","Scary Laboratory","2002","Not Unique","175"
"Studios","Scary Laboratory","2002","Unique","8"
"Studios","Skeleton","2001","Not Unique","5"
"Studios","Spot Light","2001","Not Unique","8"
"Studios","Stand Camera","2001","Not Unique","7"
"Studios","Steven Spielberg Moviemaker Set","2000","Not Unique","180"
"Studios","Steven Spielberg Moviemaker Set","2000","Unique","10"
"Studios","Stunt Go-Cart","2001","Not Unique","17"
"Studios","Stunt Go-Kart (Kabaya Promotional)","2001","Not Unique","17"
"Studios","Stuntman Catapult","2001","Not Unique","22"
"Studios","T-Rex","2001","Not Unique","14"
"Studios","Temple of Gloom","2000","Not Unique","42"
"Studios","Tree 1","2001","Not Unique","4"
"Studios","Tree 2","2001","Not Unique","7"
"Studios","Tree 3","2001","Not Unique","9"
"Studios","Vampire's Crypt","2002","Not Unique","86"
"Studios","Vampire's Crypt","2002","Unique","9"
"Studios","Werewolf Ambush","2002","Not Unique","71"
"Studios","Werewolf Ambush","2002","Unique","2"
"Super Heroes","Batgirl Batjet Chase","2017","Not Unique","112"
"Super Heroes","Batgirl Batjet Chase","2017","Unique","6"
"Super Heroes","Batman & Superman vs. Lex Luthor","2016","Not Unique","108"
"Super Heroes","Batman & Superman vs. Lex Luthor","2016","Unique","3"
"Super Heroes","Bumblebee Helicopter","2017","Not Unique","77"
"Super Heroes","Bumblebee Helicopter","2017","Unique","7"
"Super Heroes","Clash of the Heroes","2016","Not Unique","62"
"Super Heroes","Clash of the Heroes","2016","Unique","7"
"Super Heroes","Cosmic Boy","2016","Not Unique","4"
"Super Heroes","Cosmic Boy","2016","Unique","2"
"Super Heroes","Harley Quinn to the rescue","2016","Not Unique","123"
"Super Heroes","Harley Quinn to the rescue","2016","Unique","10"
"Super Heroes","Heroes of Justice: Sky High Battle","2016","Not Unique","202"
"Super Heroes","Heroes of Justice: Sky High Battle","2016","Unique","5"
"Super Heroes","Krypto Saves the Day","2017","Not Unique","34"
"Super Heroes","Krypto Saves the Day","2017","Unique","2"
"Super Heroes","Kryptonite Interception","2016","Not Unique","132"
"Super Heroes","Kryptonite Interception","2016","Unique","1"
"Super Heroes","Lashina"" Tank","2017","Not Unique","86"
"Super Heroes","Lashina"" Tank","2017","Unique","5"
"Super Heroes","Mighty Micros: Batman™ vs. Catwoman™","2016","Not Unique","50"
"Super Heroes","Mighty Micros: Batman™ vs. Catwoman™","2016","Unique","5"
"Super Heroes","Mighty Micros: Captain America vs. Red Skull","2016","Not Unique","55"
"Super Heroes","Mighty Micros: Captain America vs. Red Skull","2016","Unique","5"
"Super Heroes","Mighty Micros: Hulk vs. Ultron","2016","Not Unique","43"
"Super Heroes","Mighty Micros: Hulk vs. Ultron","2016","Unique","5"
"Super Heroes","Mighty Micros: Iron Man vs. Thanos","2017","Not Unique","50"
"Super Heroes","Mighty Micros: Iron Man vs. Thanos","2017","Unique","5"
"Super Heroes","Mighty Micros: Robin™ vs. Bane™","2016","Not Unique","51"
"Super Heroes","Mighty Micros: Robin™ vs. Bane™","2016","Unique","5"
"Super Heroes","Mighty Micros: Spider-Man vs. Green Goblin","2016","Not Unique","55"
"Super Heroes","Mighty Micros: Spider-Man vs. Green Goblin","2016","Unique","3"
"Super Heroes","Mighty Micros: The Flash™ vs. Captain Cold™","2016","Not Unique","59"
"Super Heroes","Mighty Micros: The Flash™ vs. Captain Cold™","2016","Unique","6"
"Super Heroes","Mighty Micros: Wonder Woman vs. Doomsday","2017","Not Unique","44"
"Super Heroes","Mighty Micros: Wonder Woman vs. Doomsday","2017","Unique","4"
"Super Heroes","Nightwing","2016","Not Unique","3"
"Super Heroes","Nightwing","2016","Unique","2"
"Super Heroes","Super Hero Airport Battle","2016","Not Unique","344"
"Super Heroes","Super Hero Airport Battle","2016","Unique","7"
"Super Heroes","Super Hero High School","2017","Not Unique","316"
"Super Heroes","Super Hero High School","2017","Unique","15"
"Super Heroes","Wonder Woman Dorm","2017","Not Unique","104"
"Super Heroes","Wonder Woman Dorm","2017","Unique","6"
"Super Heroes","Wonder Woman"" Warrior Battle","2017","Not Unique","130"
"Super Heroes","Wonder Woman"" Warrior Battle","2017","Unique","5"
"Superman","Action Comics #1 Superman","2015","Not Unique","64"
"Superman","Black Superman - San Diego Comic-Con 2013 Exclusive","2013","Not Unique","3"
"Superman","Jor-El","2013","Not Unique","3"
"Superman","Jor-El","2013","Unique","2"
"Superman","Mighty Micros: Superman™ vs. Bizarro™","2017","Not Unique","51"
"Superman","Mighty Micros: Superman™ vs. Bizarro™","2017","Unique","5"
"Superman","Super Heroes Unite - Superman - New York Comic-Con 2011 Exclusive","2011","Not Unique","5"
"Superman","Superman vs Power Armour Lex","2012","Not Unique","83"
"Superman","Superman vs Power Armour Lex","2012","Unique","3"
"Superman","Superman: Battle of Smallville","2013","Not Unique","157"
"Superman","Superman: Battle of Smallville","2013","Unique","4"
"Superman","Superman: Black Zero Escape","2013","Not Unique","97"
"Superman","Superman: Black Zero Escape","2013","Unique","3"
"Superman","Superman: Metropolis Showdown","2013","Not Unique","62"
"Supplemental","1 x 1 and 1 x 2 Plates (cardboard box version)","1962","Not Unique","16"
"Supplemental","1 x 1 Bricks","1955","Not Unique","4"
"Supplemental","1 x 1 Bricks","1958","Not Unique","6"
"Supplemental","1 x 1 Bricks with Letters (System)","1966","Not Unique","26"
"Supplemental","1 x 1 Bricks with Letters (System)","1966","Unique","6"
"Supplemental","1 x 1 Bricks with Numbers (System)","1966","Not Unique","10"
"Supplemental","1 x 1 Round Bricks","1955","Not Unique","5"
"Supplemental","1 x 1 Round Bricks","1958","Not Unique","6"
"Supplemental","1 x 1 x 1 Window Frame","1961","Not Unique","2"
"Supplemental","1 x 1 x 1 Window, Red or White","1966","Not Unique","2"
"Supplemental","1 x 1 x 2 Window Frame","1961","Not Unique","2"
"Supplemental","1 x 1 x 2 Window, Red or White","1966","Not Unique","2"
"Supplemental","1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks","1966","Not Unique","5"
"Supplemental","1 x 1, 1 x 2, 2 x 2, 2 x 3, 2 x 4 Plates (System)","1966","Not Unique","35"
"Supplemental","1 x 2 and 3 x 2 Sloping Bricks, Blue","1959","Not Unique","4"
"Supplemental","1 x 2 and 3 x 2 Sloping Bricks, Red","1959","Not Unique","4"
"Supplemental","1 x 2 Bricks","1955","Not Unique","4"
"Supplemental","1 x 2 Bricks","1958","Not Unique","6"
"Supplemental","1 x 2 Bricks","1966","Not Unique","6"
"Supplemental","1 x 2 x 1 Window Frame","1961","Not Unique","2"
"Supplemental","1 x 2 x 1 Window, Red or White","1966","Not Unique","2"
"Supplemental","1 x 2 x 2 Window in Frame","1961","Not Unique","2"
"Supplemental","1 x 2 x 2 Window, Red or White","1966","Not Unique","2"
"Supplemental","1 x 2 x 3 Door, Red or White","1966","Not Unique","2"
"Supplemental","1 x 2 x 4 Glass Door in Frame, Left","1961","Not Unique","2"
"Supplemental","1 x 3 x 2 Window in Frame","1961","Not Unique","2"
"Supplemental","1 x 3 x 2 Window, Red or White","1966","Not Unique","2"
"Supplemental","1 x 4 x 2 Window in Frame","1961","Not Unique","2"
"Supplemental","1 x 4 x 2 Window, Red or White","1966","Not Unique","2"
"Supplemental","1 x 6 and 1 x 8 Bricks","1955","Not Unique","6"
"Supplemental","1 x 6 and 1 x 8 Bricks","1958","Not Unique","12"
"Supplemental","1 x 6 x 2 Double-Pane Window in Frame w/Shutters","1961","Not Unique","2"
"Supplemental","1 x 6 x 2 Shuttered Windows, Red or White","1966","Not Unique","2"
"Supplemental","1 x 6 x 2 Triple-Pane Window in Frame","1961","Not Unique","2"
"Supplemental","1 x 6 x 2 Window, Red or White","1966","Not Unique","2"
"Supplemental","1 x 6 x 3 Window with Frame","1961","Not Unique","2"
"Supplemental","1 x 6 x 3 Window, Red or White","1966","Not Unique","2"
"Supplemental","10 building plates 2 x 8, 4 x 8, 6 x 8","1969","Not Unique","3"
"Supplemental","10 Traffic Signs","1969","Not Unique","8"
"Supplemental","10 Traffic Signs","1969","Unique","1"
"Supplemental","10 x 20 Brickplate","1966","Not Unique","6"
"Supplemental","12 doors and 5 hinges","1969","Not Unique","11"
"Supplemental","16 Road Signs","1958","Not Unique","16"
"Supplemental","16 Road Signs","1958","Unique","5"
"Supplemental","2 eights 2 sixes 2 fours 8 twos 6 ones (The Building Toy)","1966","Not Unique","30"
"Supplemental","2 large baseplates, gray/white","1971","Not Unique","2"
"Supplemental","2 Large Wheels with Accessories","1969","Not Unique","4"
"Supplemental","2 x 10 Bricks","1958","Not Unique","5"
"Supplemental","2 x 2 & 2 x 4 Curved Bricks","1955","Not Unique","5"
"Supplemental","2 x 2 & 2 x 4 Curved Bricks","1956","Not Unique","5"
"Supplemental","2 x 2 Bricks","1955","Not Unique","4"
"Supplemental","2 x 2 Bricks","1958","Not Unique","6"
"Supplemental","2 x 2 Bricks (System)","1966","Not Unique","6"
"Supplemental","2 x 2 Bricks (The Building Toy)","1966","Not Unique","6"
"Supplemental","2 x 2 Curved Bricks","1957","Not Unique","5"
"Supplemental","2 x 2 Curved Bricks","1958","Not Unique","6"
"Supplemental","2 x 2 Plates - Black (cardboard box version)","1962","Not Unique","1"
"Supplemental","2 x 2 Plates - Blue (cardboard box version)","1962","Not Unique","1"
"Supplemental","2 x 2 Plates - Green (cardboard box version)","1962","Not Unique","1"
"Supplemental","2 x 2 Plates - Light Gray (cardboard box version)","1963","Not Unique","1"
"Supplemental","2 x 2 Plates - Red (cardboard box version)","1963","Not Unique","1"
"Supplemental","2 x 2 Plates - Trans-Clear (cardboard box version)","1963","Not Unique","1"
"Supplemental","2 x 2 Plates - White (cardboard box version)","1963","Not Unique","1"
"Supplemental","2 x 2 Plates - Yellow (cardboard box version)","1962","Not Unique","1"
"Supplemental","2 x 2 Sloping Roof Bricks, Blue","1958","Not Unique","2"
"Supplemental","2 x 2 Sloping Roof Bricks, Red","1958","Not Unique","2"
"Supplemental","2 x 3 Bricks","1955","Not Unique","4"
"Supplemental","2 x 3 Bricks","1958","Not Unique","6"
"Supplemental","2 x 3 Bricks (System)","1966","Not Unique","6"
"Supplemental","2 x 3 Bricks (The Building Toy)","1966","Not Unique","6"
"Supplemental","2 x 3 Plates (cardboard box version)","1962","Not Unique","8"
"Supplemental","2 x 4 Bricks","1955","Not Unique","4"
"Supplemental","2 x 4 Bricks","1958","Not Unique","6"
"Supplemental","2 x 4 Bricks (System)","1966","Not Unique","6"
"Supplemental","2 x 4 Bricks (The Building Toy)","1966","Not Unique","6"
"Supplemental","2 x 4 Plates (cardboard box version)","1962","Not Unique","8"
"Supplemental","2 x 8 & 2 x 10 Bricks","1955","Not Unique","8"
"Supplemental","2 x 8 Bricks","1958","Not Unique","5"
"Supplemental","2 x 8 Plates","1962","Not Unique","1"
"Supplemental","2 x 8 Plates, White","1966","Not Unique","1"
"Supplemental","200 + 40 Special Elements","2007","Not Unique","71"
